sample	Pop	Count_LinesInFile	Count_HomDer_Calls	Count_Het_Calls	Count_HomAnc_Calls	Total_DerAlleles	Count_HomDerSyn_Calls	Count_HomDerNonSyn_Calls	Count_HomDerLOF_Calls	Count_HetSyn_Calls	Count_HetNonSyn_Calls	Count_HetLOF_Calls	Total_DerAlleles_SYN	Total_DerAlleles_NONSYN	Total_DerAlleles_LOF	Ct_Lines_HomDerNoGERPScore	Ct_Lines_HetNoGERPScore	GERPScore_AllDerAlleles	GERPScore_HomDerSites	av_GERP_Total_DerAlleles	av_GERP_Total_HomDer_Sites	Ct_NONSYNDeralleles_GERPmt4	Ct_SYNDeralleles_GERPlt2	Count_SYN_homder_calls_GERPlt2	Count_NON_homder_calls_GERPmt4	Count_SYN_het_calls_GERPlt2	Count_NON_het_calls_GERPmt4	count_LOF_site_called	count_syn_site_called	count_nonsyn_site_called	count_LOF_site_called	count_synlt2_site_called	count_nonsynmt4_site_called
CR201_56	CR	693279	9431	8485	675363	27347	5670	3740	21	4683	3771	31	16023	11251	73	0	1.0	-27187.56	-11468.031	-0.994278818022	-1.21612205726	3039	12165	4360	946	3445	1147	8612	262729	421938	8612	185273	219007
CR201_5711	CR	693279	9479	8208	675592	27166	5696	3765	18	4500	3681	27	15892	11211	63	0	0.0	-26871.351	-11146.539	-0.989299425668	-1.17616745806	3005	12094	4368	927	3358	1151	8612	262729	421938	8612	185273	219007
CR201_5712	CR	693279	9330	8390	675559	27050	5630	3681	19	4625	3731	34	15885	11093	72	0	1.0	-27117.394	-11259.332	-1.00260265464	-1.20691735449	3009	12129	4356	934	3417	1141	8612	262729	421938	8612	185273	219007
CR201_57	CR	693279	9467	8215	675597	27149	5664	3782	21	4489	3692	34	15817	11256	76	0	1.0	-26608.283	-11157.301	-0.980191667281	-1.17867113881	2979	12008	4341	910	3326	1159	8612	262729	421938	8612	185273	219007
CR201_6063	CR	693279	9368	8341	675570	27077	5630	3715	23	4642	3675	24	15902	11105	70	0	1.0	-27894.368	-11290.872	-1.03030095294	-1.205388278	2958	12093	4317	915	3459	1128	8612	262729	421938	8612	185273	219007
CR201_6065	CR	693279	9437	8293	675549	27167	5687	3726	24	4618	3649	26	15992	11101	74	0	0.0	-27719.216	-11345.944	-1.0204018406	-1.20241034337	2942	12200	4376	938	3448	1066	8612	262729	421938	8612	185273	219007
CR201_665	CR	693279	9392	8345	675542	27129	5633	3741	18	4620	3698	27	15886	11180	63	0	1.0	-26614.471	-11040.033	-0.981142483226	-1.1755971675	2978	12135	4358	934	3419	1110	8612	262729	421938	8612	185273	219007
CR201_6791	CR	693279	9316	8463	675500	27095	5641	3654	21	4615	3820	28	15897	11128	70	0	2.0	-27000.376	-11409.797	-0.996654830017	-1.22488427268	2979	12051	4335	893	3381	1193	8612	262729	421938	8612	185273	219007
CR201_69	CR	693279	9731	7612	675936	27074	5785	3922	24	4221	3373	18	15791	11217	66	0	1.0	-27325.577	-11254.455	-1.00940404861	-1.15667574512	2949	12028	4435	968	3158	1013	8612	262729	421938	8612	185273	219007
CR201_70	CR	693279	9329	8387	675563	27045	5610	3698	21	4550	3814	23	15770	11210	65	0	1.0	-27195.382	-11471.838	-1.00567199172	-1.22982825901	2997	12031	4304	911	3423	1175	8612	262729	421938	8612	185273	219007
CR201_71	CR	693279	9528	8177	675574	27233	5692	3814	22	4539	3617	21	15923	11245	65	0	0.0	-27533.213	-11560.584	-1.01117238973	-1.21358219609	2998	12162	4418	943	3326	1112	8612	262729	421938	8612	185273	219007
CR201_7298	CR	693279	9378	8391	675510	27147	5649	3711	18	4617	3747	27	15915	11169	63	0	1.0	-27014.274	-11199.62	-0.995220822281	-1.19437133412	2970	12141	4342	906	3457	1158	8612	262729	421938	8612	185273	219007
CR201_72	CR	693279	9449	8200	675630	27098	5669	3762	18	4493	3680	27	15831	11204	63	0	0.0	-27023.176	-11326.346	-0.997385989518	-1.1989357468	3021	12069	4366	932	3337	1157	8612	262729	421938	8612	185273	219007
CR201_7300	CR	693279	9383	8463	675433	27229	5655	3710	18	4711	3725	27	16021	11145	63	0	0.0	-27036.472	-11472.366	-0.993002240423	-1.22280601151	2989	12206	4375	933	3456	1123	8612	262729	421938	8612	185273	219007
CR201_7369	CR	693279	9343	8360	675576	27046	5590	3735	18	4586	3745	29	15766	11215	65	0	0.0	-26457.41	-11068.319	-0.978382146291	-1.18491799593	3026	12035	4324	931	3387	1164	8612	262729	421938	8612	185273	219007
CR201_75	CR	693279	9532	8066	675681	27130	5769	3743	20	4410	3625	31	15948	11111	71	0	2.0	-27465.593	-11548.372	-1.01251909607	-1.21166425349	2944	12181	4446	910	3289	1124	8612	262729	421938	8612	185273	219007
CR201_7700	CR	693279	9268	8501	675510	27037	5601	3646	21	4629	3848	24	15831	11140	66	0	1.0	-27471.249	-11860.802	-1.0161740401	-1.27989662242	2977	12117	4354	880	3409	1217	8612	262729	421938	8612	185273	219007
CR201_7701	CR	693279	9322	8445	675512	27089	5625	3678	19	4641	3783	21	15891	11139	59	0	0.0	-27594.054	-11618.997	-1.01871945952	-1.24653974895	2945	12097	4337	887	3423	1171	8612	262729	421938	8612	185273	219007
CR201_77	CR	693279	9263	8454	675562	26980	5617	3628	18	4637	3786	31	15871	11042	67	0	2.0	-27140.22	-11329.053	-1.00608763345	-1.223175664	2945	12100	4305	891	3490	1163	8612	262729	421938	8612	185273	219007
CR201_78	CR	693279	9342	8400	675537	27084	5605	3716	21	4503	3863	34	15713	11295	76	0	0.0	-27302.069	-11664.207	-1.00812602467	-1.24871073761	2999	11971	4331	907	3309	1185	8612	262729	421938	8612	185273	219007
CR201_7918	CR	693279	9332	8469	675478	27133	5593	3722	17	4633	3812	24	15819	11256	58	0	1.0	-26538.512	-11149.048	-0.978198009583	-1.19483956703	3010	12073	4317	918	3439	1174	8612	262729	421938	8612	185273	219007
CR201_8098	CR	693279	9358	8425	675496	27141	5645	3695	18	4612	3782	31	15902	11172	67	0	1.0	-27255.352	-11195.57	-1.00432426855	-1.19649139682	3005	12108	4332	913	3444	1179	8612	262729	421938	8612	185273	219007
CR201_8846	CR	693279	9383	8492	675404	27258	5674	3689	20	4624	3839	29	15972	11217	69	0	1.0	-27739.534	-11569.698	-1.01777780224	-1.23318034534	2993	12183	4374	894	3435	1205	8612	262729	421938	8612	185273	219007
CR201_8864	CR	693279	9473	8226	675580	27172	5654	3796	23	4556	3643	27	15864	11235	73	0	1.0	-26417.343	-10888.687	-0.972334020391	-1.1495657728	3010	12081	4341	935	3399	1140	8612	262729	421938	8612	185273	219007
CR201_8865	CR	693279	9422	8257	675600	27101	5652	3753	17	4559	3669	29	15863	11175	63	0	2.0	-26884.14	-11106.901	-0.992144517843	-1.1789513852	2992	12119	4364	939	3391	1114	8612	262729	421938	8612	185273	219007
CR201_89	CR	693279	9310	8531	675438	27151	5621	3672	17	4629	3872	30	15871	11216	64	0	2.0	-27160.963	-11445.608	-1.00051434781	-1.22952067891	3017	12064	4313	891	3438	1235	8612	262729	421938	8612	185273	219007
CR201_90	CR	693279	9393	8332	675554	27118	5676	3695	22	4555	3753	24	15907	11143	68	0	1.0	-26852.558	-11219.756	-0.990321150655	-1.19460775128	3028	12102	4364	931	3374	1166	8612	262729	421938	8612	185273	219007
CR201_91	CR	693279	9288	8551	675440	27127	5640	3628	20	4580	3945	26	15860	11201	66	0	2.0	-26694.741	-11358.179	-0.984210485566	-1.22301916658	3011	12054	4330	894	3394	1223	8612	262729	421938	8612	185273	219007
CR201_926	CR	693279	9456	8229	675594	27141	5681	3756	19	4503	3700	26	15865	11212	64	0	2.0	-26193.734	-10816.604	-0.965240594023	-1.14400888419	2991	12061	4369	932	3323	1127	8612	262729	421938	8612	185273	219007
CR201_9303	CR	693279	9490	8144	675645	27124	5715	3754	21	4498	3618	28	15928	11126	70	0	1.0	-27978.726	-11550.119	-1.03162589875	-1.21721140268	3022	12194	4415	948	3364	1126	8612	262729	421938	8612	185273	219007
CR201_9305	CR	693279	9510	8097	675672	27117	5767	3721	22	4451	3606	40	15985	11048	84	0	1.0	-27328.64	-11649.352	-1.00791620565	-1.22508697024	2999	12175	4447	938	3281	1123	8612	262729	421938	8612	185273	219007
CR201_9592	CR	693279	9381	8305	675593	27067	5646	3717	18	4511	3758	36	15803	11192	72	0	1.0	-27066.998	-11237.223	-1.00011077446	-1.19799818763	2954	12055	4343	908	3369	1138	8612	262729	421938	8612	185273	219007
CR201_9596	CR	693279	9490	8039	675750	27019	5705	3764	21	4382	3626	31	15792	11154	73	0	1.0	-27252.756	-11497.736	-1.00876354753	-1.21169101064	2929	12033	4386	912	3261	1105	8612	262729	421938	8612	185273	219007
CR201_99	CR	693279	9352	8298	675629	27002	5616	3716	20	4593	3677	28	15825	11109	68	0	1.0	-26684.627	-11203.216	-0.988356124301	-1.19807678323	2988	12071	4330	921	3411	1146	8612	262729	421938	8612	185273	219007
CR277_17229	CR	693279	9336	8492	675451	27164	5651	3664	21	4605	3857	30	15907	11185	72	0	1.0	-27435.326	-11583.662	-1.01009999632	-1.24088505624	2998	12140	4354	899	3432	1200	8612	262729	421938	8612	185273	219007
CR277_38085	CR	693279	9486	8138	675655	27110	5673	3792	21	4519	3592	27	15865	11176	69	0	1.0	-27153.377	-11267.213	-1.00171088649	-1.18789804955	2995	12081	4361	942	3359	1111	8612	262729	421938	8612	185273	219007
CR277_4175	CR	693279	9445	8157	675677	27047	5719	3703	23	4456	3675	26	15894	11081	72	0	1.0	-26800.427	-10992.645	-0.99099345511	-1.16398189327	2972	12082	4364	926	3354	1120	8612	262729	421938	8612	185273	219007
CR277_4177	CR	693279	9407	8251	675621	27065	5676	3714	17	4511	3715	25	15863	11143	59	0	0.0	-27064.316	-11240.978	-1.00004862728	-1.19508590262	2977	12071	4366	919	3339	1139	8612	262729	421938	8612	185273	219007
CR277_6349	CR	693279	9304	8517	675458	27125	5594	3691	19	4686	3806	25	15874	11188	63	0	1.0	-27795.178	-11333.891	-1.02482036723	-1.21830495539	2991	12109	4321	914	3467	1163	8612	262729	421938	8612	185273	219007
CR277_6350	CR	693279	9619	8120	675540	27358	5779	3822	18	4462	3633	25	16020	11277	61	0	1.0	-27813.966	-11626.033	-1.01677813928	-1.20877864421	3012	12190	4451	916	3288	1180	8612	262729	421938	8612	185273	219007
CR277_6351	CR	693279	9423	8212	675644	27058	5657	3745	21	4491	3697	24	15805	11187	66	0	0.0	-27111.201	-11554.655	-1.0021143269	-1.22647861161	3022	12065	4369	933	3327	1156	8612	262729	421938	8612	185273	219007
CO10_10	CO	693279	9410	8288	675581	27108	5680	3714	16	4565	3689	34	15925	11117	66	0	1.0	-27231.554	-11427.927	-1.00466902785	-1.21457402487	2971	12190	4410	909	3370	1153	8612	262729	421938	8612	185273	219007
CO10_12	CO	693279	9171	8722	675386	27064	5512	3643	16	4779	3908	35	15803	11194	67	0	1.0	-26864.277	-10892.588	-0.992730386904	-1.18785038168	2998	12083	4263	905	3557	1188	8612	262729	421938	8612	185273	219007
CO10_13	CO	693279	9473	8026	675780	26972	5712	3743	18	4406	3590	30	15830	11076	66	0	0.0	-26754.597	-11076.908	-0.99201323693	-1.1694370777	2947	12100	4399	922	3302	1103	8612	262729	421938	8612	185273	219007
CO10_15	CO	693279	9260	8422	675597	26942	5587	3653	20	4639	3754	29	15813	11060	69	0	1.0	-28018.686	-11564.984	-1.04007891904	-1.24905324549	2958	12115	4345	918	3425	1122	8612	262729	421938	8612	185273	219007
CO10_23	CO	693279	9140	8594	675545	26874	5502	3620	18	4721	3843	30	15725	11083	66	0	0.0	-27083.042	-11191.029	-1.00792861928	-1.2246694025	2966	12060	4302	915	3456	1136	8612	262729	421938	8612	185273	219007
CO10_24	CO	693279	9323	8491	675465	27137	5645	3657	21	4629	3832	30	15919	11146	72	0	0.0	-27771.166	-11555.965	-1.0234444813	-1.23964438962	2998	12142	4364	903	3414	1192	8612	262729	421938	8612	185273	219007
CO10_25	CO	693279	9166	8666	675447	26998	5534	3612	20	4720	3914	32	15788	11138	72	0	1.0	-26967.864	-11231.778	-0.998994776811	-1.22550769231	3006	12047	4289	896	3469	1214	8612	262729	421938	8612	185273	219007
CO10_30	CO	693279	9182	8774	675323	27138	5566	3599	17	4780	3964	30	15912	11162	64	0	0.0	-28010.143	-11695.479	-1.03221340654	-1.27387855353	2989	12195	4316	885	3563	1219	8612	262729	421938	8612	185273	219007
CO10_35	CO	693279	9215	8548	675516	26978	5516	3680	19	4716	3798	34	15748	11158	72	0	0.0	-27021.307	-11192.268	-1.00175379996	-1.21483425594	2970	12064	4292	905	3480	1160	8612	262729	421938	8612	185273	219007
CO10_36	CO	693279	9316	8476	675487	27108	5628	3667	21	4602	3848	26	15858	11182	68	0	1.0	-27471.517	-11806.735	-1.01352211769	-1.26749704777	3006	12141	4376	909	3389	1188	8612	262729	421938	8612	185273	219007
CO10_38	CO	693279	9158	8648	675473	26964	5550	3593	15	4732	3887	29	15832	11073	59	0	1.0	-27785.089	-11997.176	-1.03056596565	-1.31016446434	2941	12085	4291	886	3503	1169	8612	262729	421938	8612	185273	219007
CO10_3	CO	693279	9142	8732	675405	27016	5495	3630	17	4775	3920	37	15765	11180	71	0	1.0	-27397.973	-11321.379	-1.01425139748	-1.238527404	2953	12068	4264	890	3540	1173	8612	262729	421938	8612	185273	219007
CO10_4	CO	693279	9214	8573	675492	27001	5519	3678	17	4707	3828	38	15745	11184	72	0	1.0	-27566.302	-11188.63	-1.02104978147	-1.21443937914	2986	12059	4291	924	3477	1138	8612	262729	421938	8612	185273	219007
CO14_11	CO	693279	9276	8383	675620	26935	5601	3659	16	4535	3811	37	15737	11129	69	0	1.0	-26650.351	-11580.777	-0.989542217437	-1.2486012938	2950	11990	4324	879	3342	1192	8612	262729	421938	8612	185273	219007
CO14_17	CO	693279	9338	8427	675514	27103	5627	3688	23	4714	3690	23	15968	11066	69	0	1.0	-27387.13	-11632.207	-1.01059520295	-1.24581846417	2949	12152	4351	902	3450	1145	8612	262729	421938	8612	185273	219007
CO14_18	CO	693279	9173	8684	675422	27030	5539	3617	17	4781	3873	30	15859	11107	64	0	0.0	-27023.171	-11198.057	-0.999895323022	-1.22102900447	2944	12050	4270	878	3510	1188	8612	262729	421938	8612	185273	219007
CO14_1	CO	693279	9372	8316	675591	27060	5643	3706	23	4561	3732	23	15847	11144	69	0	1.0	-27173.305	-11408.375	-1.00429851794	-1.21741276278	2933	12099	4358	887	3383	1159	8612	262729	421938	8612	185273	219007
CO14_21	CO	693279	9452	8159	675668	27063	5707	3727	18	4396	3734	29	15810	11188	65	0	1.0	-26621.951	-11360.087	-0.983811936438	-1.20199841287	2989	12098	4422	907	3254	1175	8612	262729	421938	8612	185273	219007
CO14_22	CO	693279	9283	8495	675501	27061	5629	3633	21	4540	3930	25	15798	11196	67	0	1.0	-27202.835	-11553.208	-1.00535276074	-1.24468950657	2961	12078	4356	882	3366	1197	8612	262729	421938	8612	185273	219007
CO14_26	CO	693279	9307	8487	675485	27101	5609	3681	17	4589	3867	31	15807	11229	65	0	0.0	-26843.492	-11535.464	-0.990644425582	-1.23970596454	3005	12047	4330	905	3387	1195	8612	262729	421938	8612	185273	219007
CO14_28	CO	693279	9460	8112	675707	27032	5696	3743	21	4425	3660	27	15817	11146	69	0	0.0	-26620.1	-11279.104	-0.984908243303	-1.19254641573	2968	12044	4395	921	3254	1126	8612	262729	421938	8612	185273	219007
CO14_30	CO	693279	9130	8767	675382	27027	5519	3592	19	4734	4007	26	15772	11191	64	0	1.0	-26855.067	-11075.724	-0.993748778863	-1.21324613868	2976	12036	4255	890	3526	1196	8612	262729	421938	8612	185273	219007
CO14_4	CO	693279	9192	8573	675514	26957	5544	3630	18	4689	3850	34	15777	11110	70	0	0.0	-26750.69	-11424.362	-0.992493970987	-1.2431297062	2949	12033	4285	890	3463	1169	8612	262729	421938	8612	185273	219007
CO14_5	CO	693279	9205	8779	675295	27189	5565	3620	20	4743	4008	28	15873	11248	68	0	1.0	-27037.875	-11258.934	-0.994551423527	-1.22326531943	3026	12096	4275	898	3546	1230	8612	262729	421938	8612	185273	219007
CO14_6	CO	693279	9346	8324	675609	27016	5605	3723	18	4584	3709	31	15794	11155	67	0	0.0	-26575.933	-11314.493	-0.983856545239	-1.21088324058	2963	12007	4316	914	3375	1135	8612	262729	421938	8612	185273	219007
CO15_14	CO	693279	8932	9279	675068	27143	5440	3477	15	5093	4151	35	15973	11105	65	0	2.0	-27014.823	-11170.08	-0.995424407679	-1.25070876722	2997	12170	4215	871	3740	1255	8612	262729	421938	8612	185273	219007
CO15_15	CO	693279	9111	8825	675343	27047	5501	3589	21	4852	3947	26	15854	11125	68	0	2.0	-27816.094	-11573.801	-1.02858758274	-1.27045016465	2986	12137	4273	890	3591	1206	8612	262729	421938	8612	185273	219007
CO15_16	CO	693279	9521	8114	675644	27156	5717	3782	22	4488	3604	22	15922	11168	66	0	0.0	-27473.367	-11761.959	-1.0117613243	-1.23549989496	3035	12216	4480	955	3256	1125	8612	262729	421938	8612	185273	219007
CO15_1	CO	693279	9540	8037	675702	27117	5756	3764	20	4407	3600	30	15919	11128	70	0	1.0	-27697.938	-11610.891	-1.02153640186	-1.21720211762	2960	12155	4437	924	3281	1112	8612	262729	421938	8612	185273	219007
CO15_20	CO	693279	9579	8059	675641	27217	5768	3791	20	4375	3654	30	15911	11236	70	0	0.0	-26747.03	-11562.139	-0.982804703289	-1.20715587805	3023	12120	4458	939	3204	1145	8612	262729	421938	8612	185273	219007
CO15_21	CO	693279	9576	8131	675572	27283	5772	3786	18	4390	3705	36	15934	11277	72	0	1.0	-27356.828	-11726.728	-1.00281627566	-1.22472355091	3016	12194	4472	921	3250	1174	8612	262729	421938	8612	185273	219007
CO15_23	CO	693279	9545	8053	675681	27143	5713	3808	24	4460	3567	26	15886	11183	74	0	0.0	-27733.937	-11791.237	-1.02184654213	-1.2354607083	3024	12183	4447	935	3289	1154	8612	262729	421938	8612	185273	219007
CO15_25	CO	693279	9937	7341	676001	27215	5951	3964	22	3989	3329	23	15891	11257	67	0	1.0	-26908.406	-11580.35	-0.988843377922	-1.16549416264	3036	12109	4584	993	2941	1050	8612	262729	421938	8612	185273	219007
CO15_4	CO	693279	9625	7832	675822	27082	5746	3854	25	4320	3494	18	15812	11202	68	0	0.0	-27977.01	-11890.013	-1.03312444609	-1.23545438487	2998	12116	4461	952	3194	1094	8612	262729	421938	8612	185273	219007
CO15_8	CO	693279	9695	7773	675811	27163	5796	3876	23	4253	3489	31	15845	11241	77	0	1.0	-27801.03	-11691.993	-1.02360198822	-1.20610614813	3036	12118	4472	980	3174	1076	8612	262729	421938	8612	185273	219007
CO18_10	CO	693279	9332	8463	675484	27127	5608	3710	14	4629	3803	31	15845	11223	59	0	2.0	-26777.721	-11518.335	-0.98726988165	-1.23441592541	3020	12092	4328	907	3436	1206	8612	262729	421938	8612	185273	219007
CO18_11	CO	693279	8786	9487	675006	27059	5335	3432	19	5244	4211	32	15914	11075	70	0	1.0	-27478.524	-11073.067	-1.01561664695	-1.26045156517	2962	12104	4121	840	3862	1282	8612	262729	421938	8612	185273	219007
CO18_12	CO	693279	8929	9321	675029	27179	5395	3516	18	5162	4132	27	15952	11164	63	0	1.0	-26877.147	-10830.716	-0.989075844557	-1.21325372466	3027	12128	4142	881	3844	1265	8612	262729	421938	8612	185273	219007
CO18_19	CO	693279	9362	8362	675555	27086	5610	3728	24	4579	3756	27	15799	11212	75	0	0.0	-26735.459	-11231.488	-0.987131110619	-1.19981711356	2991	11972	4289	915	3394	1161	8612	262729	421938	8612	185273	219007
CO18_1	CO	693279	9260	8677	675342	27197	5575	3668	17	4763	3883	31	15913	11219	65	0	0.0	-26853.255	-11304.315	-0.987433535576	-1.22090020521	3005	12173	4332	904	3509	1197	8612	262729	421938	8612	185273	219007
CO18_23	CO	693279	9328	8432	675519	27088	5617	3690	21	4582	3822	28	15816	11202	70	0	1.0	-26799.302	-11270.555	-0.989451799889	-1.20837943605	3006	12047	4321	917	3405	1172	8612	262729	421938	8612	185273	219007
CO18_26	CO	693279	9196	8634	675449	27026	5528	3649	19	4835	3773	26	15891	11071	64	0	1.0	-27016.961	-10989.544	-0.999776523702	-1.19516519848	2961	12101	4268	894	3565	1173	8612	262729	421938	8612	185273	219007
CO18_27	CO	693279	9225	8509	675545	26959	5533	3675	17	4736	3745	28	15802	11095	62	0	1.0	-27059.445	-11377.753	-1.00383755008	-1.23349447095	2967	12011	4268	916	3475	1135	8612	262729	421938	8612	185273	219007
CO18_28	CO	693279	9161	8708	675410	27030	5536	3609	16	4762	3915	31	15834	11133	63	0	1.0	-27107.541	-11417.928	-1.00298001998	-1.24649868996	2989	12085	4262	899	3561	1191	8612	262729	421938	8612	185273	219007
CO18_30	CO	693279	9457	8377	675445	27291	5678	3756	23	4568	3786	23	15924	11298	69	0	1.0	-27072.434	-11351.671	-0.992100337145	-1.20047282149	3036	12100	4357	924	3386	1188	8612	262729	421938	8612	185273	219007
CO18_31	CO	693279	9080	8925	675274	27085	5497	3563	20	4859	4027	39	15853	11153	79	0	1.0	-27388.86	-11545.788	-1.01133077321	-1.27170261042	2956	12088	4252	849	3584	1258	8612	262729	421938	8612	185273	219007
CO18_32	CO	693279	9333	8422	675524	27088	5628	3683	22	4636	3757	29	15892	11123	73	0	0.0	-27059.237	-11294.151	-0.99901192498	-1.2102605015	2987	12102	4345	912	3412	1163	8612	262729	421938	8612	185273	219007
CO18_33	CO	693279	8979	8987	675313	26945	5430	3529	20	4949	4007	31	15809	11065	71	0	2.0	-27648.694	-11187.606	-1.02626828997	-1.24611338828	2944	12071	4191	862	3689	1220	8612	262729	421938	8612	185273	219007
CO18_35	CO	693279	9101	8892	675286	27094	5494	3588	19	4874	3988	30	15862	11164	68	0	0.0	-27008.345	-11238.328	-0.9969121881	-1.2349810989	2942	12064	4232	864	3600	1214	8612	262729	421938	8612	185273	219007
CO18_36	CO	693279	9168	8732	675379	27068	5549	3602	17	4752	3948	32	15850	11152	66	0	1.0	-27790.458	-11638.938	-1.02680428598	-1.26965615796	2953	12095	4307	882	3481	1189	8612	262729	421938	8612	185273	219007
CO18_4	CO	693279	9346	8424	675509	27116	5616	3712	18	4606	3791	27	15838	11215	63	0	1.0	-26807.851	-11041.738	-0.988745288238	-1.18156639914	2972	12081	4330	906	3421	1160	8612	262729	421938	8612	185273	219007
CO18_8	CO	693279	9290	8595	675394	27175	5615	3657	18	4674	3897	24	15904	11211	60	0	1.0	-26745.079	-11540.386	-0.984288201089	-1.24237119173	3039	12120	4342	925	3436	1189	8612	262729	421938	8612	185273	219007
CO18_9	CO	693279	9277	8586	675416	27140	5581	3678	18	4679	3881	26	15841	11237	62	0	1.0	-26733.692	-11408.248	-0.985138077164	-1.22986718413	3000	12058	4295	915	3468	1170	8612	262729	421938	8612	185273	219007
CO23_10	CO	693279	9509	8143	675627	27161	5674	3817	18	4518	3595	30	15866	11229	66	0	1.0	-26748.981	-11444.02	-0.984939281243	-1.20362010938	3043	12152	4416	935	3320	1173	8612	262729	421938	8612	185273	219007
CO23_13	CO	693279	9380	8261	675638	27021	5630	3735	15	4526	3709	26	15786	11179	56	0	2.0	-27229.268	-11416.521	-1.00785683088	-1.21724288304	2997	12096	4365	930	3366	1137	8612	262729	421938	8612	185273	219007
CO23_14	CO	693279	9239	8500	675540	26978	5585	3634	20	4621	3837	42	15791	11105	82	0	1.0	-26992.141	-11007.82	-1.00063544022	-1.19158042866	2977	12003	4293	911	3417	1155	8612	262729	421938	8612	185273	219007
CO23_16	CO	693279	9368	8216	675695	26952	5634	3716	18	4496	3685	35	15764	11117	71	0	1.0	-26735.386	-10861.661	-0.992147029354	-1.15969047619	3011	12006	4310	938	3386	1135	8612	262729	421938	8612	185273	219007
CO23_1	CO	693279	9145	8662	675472	26952	5478	3647	20	4734	3899	29	15690	11193	69	0	2.0	-26480.978	-11062.756	-0.982669511652	-1.20983770779	3092	11999	4262	938	3475	1216	8612	262729	421938	8612	185273	219007
CO23_20	CO	693279	9337	8224	675718	26898	5621	3700	16	4491	3699	34	15733	11099	66	0	0.0	-27753.211	-11815.05	-1.03194805533	-1.26567220139	2940	12069	4375	901	3319	1138	8612	262729	421938	8612	185273	219007
CO23_21	CO	693279	9362	8521	675396	27245	5635	3708	19	4769	3720	32	16039	11136	70	0	0.0	-27801.889	-11140.975	-1.02051495797	-1.19014795428	3003	12291	4340	923	3611	1157	8612	262729	421938	8612	185273	219007
CO23_22	CO	693279	9365	8443	675471	27173	5620	3726	19	4680	3730	33	15920	11182	71	0	0.0	-26938.81	-11220.759	-0.991454491922	-1.19828695002	3023	12162	4359	927	3444	1169	8612	262729	421938	8612	185273	219007
CO23_25	CO	693279	9462	8046	675771	26970	5708	3734	20	4388	3625	33	15804	11093	73	0	2.0	-27305.939	-11760.731	-1.01260620782	-1.24307483353	2952	12149	4450	908	3249	1136	8612	262729	421938	8612	185273	219007
CO23_29	CO	693279	8989	9097	675193	27075	5406	3564	19	4955	4116	26	15767	11244	64	0	1.0	-27050.16	-10787.628	-0.999193262411	-1.20022563418	2980	12024	4154	878	3716	1224	8612	262729	421938	8612	185273	219007
CO23_31	CO	693279	9143	8667	675469	26953	5524	3600	19	4699	3936	32	15747	11136	70	0	1.0	-26513.509	-10746.715	-0.983876688437	-1.17566075922	2990	12009	4266	924	3477	1142	8612	262729	421938	8612	185273	219007
CO23_33	CO	693279	9337	8388	675554	27062	5611	3701	25	4534	3822	32	15756	11224	82	0	1.0	-26719.906	-11109.244	-0.987468346946	-1.1899361611	3015	11991	4319	925	3353	1165	8612	262729	421938	8612	185273	219007
CO23_34	CO	693279	9315	8408	675556	27038	5593	3701	21	4620	3753	35	15806	11155	77	0	1.0	-26394.271	-11008.532	-0.976300018495	-1.181933863	3038	12041	4306	931	3429	1176	8612	262729	421938	8612	185273	219007
CO23_39	CO	693279	9818	7499	675962	27135	5815	3981	22	4146	3333	20	15776	11295	64	0	2.0	-26907.628	-11545.784	-0.991766908702	-1.1761010492	2983	12004	4503	995	2998	993	8612	262729	421938	8612	185273	219007
CO23_3	CO	693279	9336	8341	675602	27013	5595	3724	17	4594	3724	23	15784	11172	57	0	2.0	-26819.623	-11272.409	-0.992988374246	-1.20754247456	3035	12070	4356	939	3358	1157	8612	262729	421938	8612	185273	219007
CO23_40	CO	693279	9896	7294	676089	27086	5908	3967	21	3988	3282	24	15804	11216	66	0	1.0	-26771.368	-11586.238	-0.988493446073	-1.17091844366	2990	12053	4567	988	2919	1014	8612	262729	421938	8612	185273	219007
CO23_45	CO	693279	9305	8479	675495	27089	5637	3648	20	4671	3781	27	15945	11077	67	0	1.0	-27163.593	-11159.078	-1.00286469025	-1.1993849957	3000	12161	4350	926	3461	1148	8612	262729	421938	8612	185273	219007
CO23_46	CO	693279	9319	8373	675587	27011	5609	3690	20	4618	3730	25	15836	11110	65	0	2.0	-27104.301	-11490.46	-1.00360280668	-1.23314659798	3004	12099	4343	917	3413	1170	8612	262729	421938	8612	185273	219007
CO23_47	CO	693279	9275	8540	675464	27090	5580	3674	21	4673	3836	31	15833	11184	73	0	0.0	-27406.61	-11553.826	-1.01183674223	-1.24596419713	2985	12067	4304	902	3459	1181	8612	262729	421938	8612	185273	219007
CO23_5	CO	693279	9195	8529	675555	26919	5516	3662	17	4702	3798	29	15734	11122	63	0	3.0	-26658.196	-11242.64	-0.990495504199	-1.2228235806	3052	12023	4277	926	3469	1200	8612	262729	421938	8612	185273	219007
CO25_10	CO	693279	8859	9464	674956	27182	5338	3502	19	5255	4174	35	15931	11178	73	0	0.0	-27958.501	-11076.823	-1.0287181176	-1.25062921983	2951	12197	4132	847	3933	1257	8612	262729	421938	8612	185273	219007
